workload,category,rows,cols,cluster_size,shared_bytes_per_cta,cluster_ms,cluster_p20_ms,cluster_p80_ms,control_overhead_ms,saved_hbm_ms,local_staging_ms,dsmem_store_ms,predicted_delta_ms,predicted_profitable,measured_delta_vs_block_ms,measured_profitable_vs_block
layernorm_backward,normalization,2048,32768,8,16384,0.311364,0.3103344,0.3113876,0.0518525,0.2996644915456061,0.10140427733534484,0.0003388116069445035,0.14606890260331676,True,0.23828400000000005,True
layernorm_backward,normalization,2048,65536,2,131072,1.28995,1.289916,1.2914700000000001,0.0644986,0.5993289830912122,0.20280855467068967,1.2100414533732269e-05,0.33200972800598877,True,-0.17083999999999988,False
layernorm_backward,normalization,2048,65536,4,65536,0.838215,0.8381034,0.8384434,0.0589789,0.5993289830912122,0.19963967100396013,7.146807333985622e-05,0.34063894401391226,True,0.280895,True
layernorm_backward,normalization,2048,65536,8,32768,0.744592,0.7441702,0.7454700000000001,0.0670973,0.5993289830912122,0.20280855467068967,0.0003388116069445035,0.32908431681357797,True,0.374518,True
weighted_var_backward,normalization,4096,4096,2,24576,0.120008,0.11988520000000001,0.120176,0.0323075,0.14983224577280305,0.07486487662648506,2.9778363891606753e-05,0.04263009078242638,True,-0.015487,False
weighted_var_backward,normalization,4096,4096,4,12288,0.176672,0.17660019999999998,0.176859,0.0709037,0.14983224577280305,0.07427071093897326,0.00017725216602146877,0.004480582667808314,True,-0.07215099999999999,False
weighted_var_backward,normalization,4096,4096,8,6144,0.330887,0.33083840000000003,0.33095280000000005,0.148033,0.14983224577280305,0.07605320800150861,0.0008470290173612588,-0.07510099124606683,False,-0.22636599999999998,False
weighted_var_backward,normalization,4096,8192,2,49152,0.233786,0.233777,0.2338966,0.0559446,0.2996644915456061,0.1497297532529701,2.9778363891606753e-05,0.09396035992874437,True,0.02263599999999999,True
weighted_var_backward,normalization,4096,8192,4,24576,0.238761,0.23872480000000001,0.238921,0.0708992,0.2996644915456061,0.14854142187794653,0.00017725216602146877,0.0800466175016381,True,0.017660999999999982,True
weighted_var_backward,normalization,4096,8192,8,12288,0.372869,0.37263019999999997,0.37315,0.148007,0.2996644915456061,0.15210641600301722,0.0008470290173612588,-0.001295953474772385,False,-0.11644700000000002,False
weighted_var_backward,normalization,4096,16384,2,98304,0.557833,0.5574678,0.5583206000000001,0.103375,0.5993289830912122,0.2994595065059402,2.9778363891606753e-05,0.19646469822138035,True,0.139003,True
weighted_var_backward,normalization,4096,16384,4,49152,0.497081,0.4968912,0.49714400000000003,0.128422,0.5993289830912122,0.29708284375589306,0.00017725216602146877,0.17364688716929763,True,0.19975500000000002,True
weighted_var_backward,normalization,4096,16384,8,24576,0.487549,0.4874026,0.4875886,0.147959,0.5993289830912122,0.30421283200603444,0.0008470290173612588,0.1463101220678165,True,0.209287,True
weighted_var_backward,normalization,4096,32768,2,196608,1.42448,1.4080160000000002,1.424538,0.185782,1.1986579661824244,0.5989190130118804,2.9778363891606753e-05,0.4139271748066524,True,0.35102999999999995,True
weighted_var_backward,normalization,4096,32768,4,98304,1.17981,1.17859,1.179964,0.238165,1.1986579661824244,0.5941656875117861,0.00017725216602146877,0.3661500265046168,True,0.5956999999999999,True
weighted_var_backward,normalization,4096,32768,8,49152,1.00282,1.002016,1.00401,0.276958,1.1986579661824244,0.6084256640120689,0.0008470290173612588,0.3124272731529942,True,0.7726899999999999,True
weighted_var_backward,normalization,4096,65536,4,196608,3.08363,3.0820860000000003,3.090976,0.4509,2.3973159323648487,1.1883313750235722,0.00017725216602146877,0.757907305175255,True,0.49575000000000014,True
weighted_var_backward,normalization,4096,65536,8,98304,2.48964,2.484312,2.4905820000000003,0.532712,2.3973159323648487,1.2168513280241378,0.0008470290173612588,0.6469055753233497,True,1.08974,True
pearson_backward,pairwise statistics,4096,4096,2,16384,0.106368,0.1063088,0.1063858,0.021752,0.049944081924267685,0.04990991775099003,2.9778363891606753e-05,-0.021747614190613954,False,-0.011714600000000006,False
pearson_backward,pairwise statistics,4096,4096,4,8192,0.13192,0.131718,0.1320252,0.0487046,0.049944081924267685,0.04951380729264884,0.00017725216602146877,-0.04845157753440263,False,-0.03726660000000001,False
pearson_backward,pairwise statistics,4096,4096,8,4096,0.240338,0.240135,0.24059339999999999,0.101963,0.049944081924267685,0.05070213866767242,0.0008470290173612588,-0.103568085760766,False,-0.1456846,False
pearson_backward,pairwise statistics,4096,8192,2,32768,0.185863,0.1857314,0.1859206,0.0271885,0.09988816384853537,0.09981983550198006,2.9778363891606753e-05,-0.027149950017336305,False,0.0028539999999999954,True
pearson_backward,pairwise statistics,4096,8192,4,16384,0.216263,0.216214,0.2163542,0.0486496,0.09988816384853537,0.09902761458529769,0.00017725216602146877,-0.04796630290278379,False,-0.027546000000000015,False
pearson_backward,pairwise statistics,4096,8192,8,8192,0.26512,0.26506019999999997,0.2651904,0.102067,0.09988816384853537,0.10140427733534484,0.0008470290173612588,-0.10443014250417074,False,-0.07640300000000003,False
pearson_backward,pairwise statistics,4096,16384,2,65536,0.380707,0.38044479999999997,0.3808654,0.0504957,0.19977632769707074,0.19963967100396013,2.9778363891606753e-05,-0.050388821670781,False,0.13827299999999998,True
pearson_backward,pairwise statistics,4096,16384,4,32768,0.369453,0.36916020000000005,0.3714492,0.0620445,0.19977632769707074,0.19805522917059537,0.00017725216602146877,-0.060500653639546105,False,0.14952700000000002,True
pearson_backward,pairwise statistics,4096,16384,8,16384,0.435476,0.4352894,0.43852,0.102061,0.19977632769707074,0.20280855467068967,0.0008470290173612588,-0.1059402559909802,False,0.08350400000000002,True
pearson_backward,pairwise statistics,4096,32768,2,131072,1.06248,1.061852,1.06348,0.128374,0.3995526553941415,0.39927934200792026,2.9778363891606753e-05,-0.1281304649776704,False,0.06957999999999998,True
pearson_backward,pairwise statistics,4096,32768,4,65536,0.771284,0.771131,0.7718454,0.11672,0.3995526553941415,0.39611045834119074,0.00017725216602146877,-0.11345505511307072,False,0.3607760000000001,True
pearson_backward,pairwise statistics,4096,32768,8,32768,0.744963,0.7448424,0.7456006000000001,0.132996,0.3995526553941415,0.40561710934137934,0.0008470290173612588,-0.13990748296459912,False,0.387097,True
pearson_backward,pairwise statistics,4096,65536,4,131072,2.27934,2.278532,2.279906,0.308958,0.799105310788283,0.7922209166823815,0.00017725216602146877,-0.30225085806012003,False,-0.0016400000000000858,False
pearson_backward,pairwise statistics,4096,65536,8,65536,1.56379,1.5594240000000001,1.565202,0.255717,0.799105310788283,0.8112342186827587,0.0008470290173612588,-0.2686929369118371,False,0.7139099999999998,True
softmax_logits_backward,softmax,4096,4096,2,16384,0.0961962,0.09614692,0.09622812,0.0323638,0.09988816384853537,0.04990991775099003,1.7867018334964054e-05,0.017596579079210375,True,-0.021935399999999994,False
softmax_logits_backward,softmax,4096,4096,4,8192,0.148039,0.14795840000000002,0.14856999999999998,0.0708595,0.09988816384853537,0.04951380729264884,0.00010635129961288127,-0.02059149474372636,False,-0.0737782,False
softmax_logits_backward,softmax,4096,4096,8,4096,0.292222,0.2921522,0.2923282,0.148069,0.09988816384853537,0.05070213866767242,0.0005082174104167553,-0.09939119222955381,False,-0.21796119999999997,False
softmax_logits_backward,softmax,4096,8192,2,32768,0.162386,0.1623192,0.1624044,0.0407926,0.19977632769707074,0.09981983550198006,1.7867018334964054e-05,0.059146025176755726,True,-0.008994000000000002,False
softmax_logits_backward,softmax,4096,8192,4,16384,0.194843,0.1946988,0.19504839999999998,0.0707994,0.19977632769707074,0.09902761458529769,0.00010635129961288127,0.029842961812160188,True,-0.04145099999999999,False
softmax_logits_backward,softmax,4096,8192,8,8192,0.307209,0.3070786,0.307282,0.148096,0.19977632769707074,0.10140427733534484,0.0005082174104167553,-0.05023216704869086,False,-0.153817,False
softmax_logits_backward,softmax,4096,16384,2,65536,0.320404,0.32021499999999997,0.3204870000000001,0.0730656,0.3995526553941415,0.19963967100396013,1.7867018334964054e-05,0.12682951737184636,True,0.201893,True
softmax_logits_backward,softmax,4096,16384,4,32768,0.328954,0.3289394,0.329158,0.090417,0.3995526553941415,0.19805522917059537,0.00010635129961288127,0.1109740749239332,True,0.193343,True
softmax_logits_backward,softmax,4096,16384,8,16384,0.396981,0.39661040000000003,0.39710160000000005,0.148086,0.3995526553941415,0.20280855467068967,0.0005082174104167553,0.048149883313035054,True,0.12531600000000004,True
softmax_logits_backward,softmax,4096,32768,2,131072,1.12777,1.127184,1.1279,0.185636,0.799105310788283,0.39927934200792026,1.7867018334964054e-05,0.2141721017620277,True,0.13087000000000004,True
softmax_logits_backward,softmax,4096,32768,4,65536,0.672913,0.6718127999999999,0.6731406,0.169323,0.799105310788283,0.39611045834119074,0.00010635129961288127,0.23356550114747932,True,0.585727,True
softmax_logits_backward,softmax,4096,32768,8,32768,0.670396,0.670348,0.670613,0.192819,0.799105310788283,0.40561710934137934,0.0005082174104167553,0.20016098403648688,True,0.588244,True
softmax_logits_backward,softmax,4096,65536,4,131072,2.3821,2.3809959999999997,2.38387,0.450241,1.598210621576566,0.7922209166823815,0.00010635129961288127,0.35564235359457164,True,0.16087000000000007,True
softmax_logits_backward,softmax,4096,65536,8,65536,1.40609,1.405864,1.4072040000000001,0.372273,1.598210621576566,0.8112342186827587,0.0005082174104167553,0.4141951854833904,True,1.13688,True
lars_momentum,optimizer,4096,4096,2,24576,0.118283,0.118237,0.1182966,0.0120166,0.07491612288640152,0.07486487662648506,1.1911345556642701e-05,-0.011977265085640176,False,0.0026189999999999963,True
lars_momentum,optimizer,4096,4096,4,12288,0.125571,0.1255262,0.125686,0.0283002,0.07491612288640152,0.07427071093897326,7.090086640858751e-05,-0.027725688918980324,False,-0.004668999999999993,False
lars_momentum,optimizer,4096,4096,8,6144,0.188991,0.1884806,0.189305,0.0601613,0.07491612288640152,0.07605320800150861,0.0003388116069445035,-0.06163719672205159,False,-0.068089,False
lars_momentum,optimizer,4096,8192,2,49152,0.233752,0.23372120000000002,0.233801,0.0212182,0.14983224577280305,0.1497297532529701,1.1911345556642701e-05,-0.0211276188257237,False,0.042434,True
lars_momentum,optimizer,4096,8192,4,24576,0.23184,0.23175020000000002,0.232134,0.0281638,0.14983224577280305,0.14854142187794653,7.090086640858751e-05,-0.02694387697155207,False,0.044346,True
lars_momentum,optimizer,4096,8192,8,12288,0.243793,0.24370000000000003,0.2438988,0.0601101,0.14983224577280305,0.15210641600301722,0.0003388116069445035,-0.06272308183715868,False,0.03239299999999998,True
lars_momentum,optimizer,4096,16384,2,98304,0.511729,0.5115616000000001,0.5123604,0.0375546,0.2996644915456061,0.2994595065059402,1.1911345556642701e-05,-0.03736152630589076,False,0.22224200000000005,True
lars_momentum,optimizer,4096,16384,4,49152,0.46728,0.4671518,0.4673266,0.0502614,0.2996644915456061,0.29708284375589306,7.090086640858751e-05,-0.047750653076695564,False,0.26669100000000007,True
lars_momentum,optimizer,4096,16384,8,24576,0.461916,0.4618576,0.46203200000000005,0.0601277,0.2996644915456061,0.30421283200603444,0.0003388116069445035,-0.06501485206737286,False,0.27205500000000005,True
lars_momentum,optimizer,4096,32768,2,196608,1.29155,1.2905119999999999,1.2954660000000002,0.0709907,0.5993289830912122,0.5989190130118804,1.1911345556642701e-05,-0.07059264126622486,False,0.19490000000000007,True
lars_momentum,optimizer,4096,32768,4,98304,1.04446,1.044354,1.045204,0.0893229,0.5993289830912122,0.5941656875117861,7.090086640858751e-05,-0.08423050528698249,False,0.4419900000000001,True
lars_momentum,optimizer,4096,32768,8,49152,0.938172,0.9377936,0.9405207999999999,0.109961,0.5993289830912122,0.6084256640120689,0.0003388116069445035,-0.11939649252780117,False,0.548278,True
lars_momentum,optimizer,4096,65536,4,196608,2.75023,2.747848,2.7532259999999997,0.167818,1.1986579661824244,1.1883313750235722,7.090086640858751e-05,-0.15756230970755647,False,0.2530199999999998,True
lars_momentum,optimizer,4096,65536,8,98304,2.19657,2.179956,2.200624,0.199239,1.1986579661824244,1.2168513280241378,0.0003388116069445035,-0.21777117344865785,False,0.8066800000000001,True
rowwise_quant,quantization,4096,4096,2,8192,0.0470035,0.04695900000000001,0.047028520000000004,0.0121037,0.024972040962133842,0.024954958875495016,5.9556727783213505e-06,-0.012092573586139495,False,-0.014642199999999994,False
rowwise_quant,quantization,4096,4096,4,4096,0.0786045,0.07859730000000001,0.07870160000000001,0.0283731,0.024972040962133842,0.02475690364632442,3.5450433204293754e-05,-0.028193413117394872,False,-0.04624319999999999,False
rowwise_quant,quantization,4096,4096,8,2048,0.154069,0.15404079999999998,0.1542068,0.0601178,0.024972040962133842,0.02535106933383621,0.00016940580347225175,-0.06066623417517462,False,-0.1217077,False
rowwise_quant,quantization,4096,8192,2,16384,0.0693466,0.06933049999999999,0.06935776,0.012039,0.049944081924267685,0.04990991775099003,5.9556727783213505e-06,-0.01201079149950067,False,-0.007972199999999992,False
rowwise_quant,quantization,4096,8192,4,8192,0.0948141,0.09478436000000001,0.09489476,0.0283277,0.049944081924267685,0.04951380729264884,3.5450433204293754e-05,-0.027932875801585454,False,-0.033439699999999996,False
rowwise_quant,quantization,4096,8192,8,4096,0.159713,0.1596266,0.159766,0.0601494,0.049944081924267685,0.05070213866767242,0.00016940580347225175,-0.061076862546876984,False,-0.0983386,False
rowwise_quant,quantization,4096,16384,2,32768,0.125077,0.1247982,0.1251162,0.0152102,0.09988816384853537,0.09981983550198006,5.9556727783213505e-06,-0.01514782732622301,False,-0.006262999999999991,False
rowwise_quant,quantization,4096,16384,4,16384,0.135862,0.1358548,0.1358896,0.0283629,0.09988816384853537,0.09902761458529769,3.5450433204293754e-05,-0.027537801169966607,False,-0.017048000000000008,False
rowwise_quant,quantization,4096,16384,8,8192,0.191856,0.19175979999999998,0.1919556,0.0601232,0.09988816384853537,0.10140427733534484,0.00016940580347225175,-0.06180871929028172,False,-0.073042,False
rowwise_quant,quantization,4096,32768,2,65536,0.267816,0.2676688,0.2685576,0.0265674,0.19977632769707074,0.19963967100396013,5.9556727783213505e-06,-0.026436698979667703,False,0.09073999999999999,True
rowwise_quant,quantization,4096,32768,4,32768,0.250425,0.2503972,0.2504254,0.0358502,0.19977632769707074,0.19805522917059537,3.5450433204293754e-05,-0.03416455190672892,False,0.10813099999999998,True
rowwise_quant,quantization,4096,32768,8,16384,0.269664,0.2695366,0.2698566,0.0600854,0.19977632769707074,0.20280855467068967,0.00016940580347225175,-0.06328703277709118,False,0.08889199999999997,True
rowwise_quant,quantization,4096,65536,2,131072,0.924931,0.9247200000000001,0.9258262,0.0709987,0.3995526553941415,0.39927934200792026,5.9556727783213505e-06,-0.07073134228655713,False,-0.0872679999999999,False
rowwise_quant,quantization,4096,65536,4,65536,0.57527,0.5735469999999999,0.5758136,0.0653424,0.3995526553941415,0.39611045834119074,3.5450433204293754e-05,-0.06193565338025352,False,0.2623930000000001,True
rowwise_quant,quantization,4096,65536,8,32768,0.502851,0.5027908,0.5030922,0.0775149,0.3995526553941415,0.40561710934137934,0.00016940580347225175,-0.08374875975071013,False,0.334812,True
