cols,rows,block_variant,block_ms,cluster_variant,cluster_ms,cluster_size,trial,workload
8192,4096,block_smem,0.276015,cluster_smem,0.231772,4,4,lars_momentum
16384,4096,block_smem,0.733657,cluster_smem,0.467152,4,4,lars_momentum
32768,4096,block_read,1.4863,cluster_smem,1.04439,4,4,lars_momentum
65536,4096,block_read,3.01062,cluster_smem,2.7516,4,4,lars_momentum
4096,4096,block_smem,0.120902,cluster_smem,0.188991,8,0,lars_momentum
8192,4096,block_smem,0.276186,cluster_smem,0.243831,8,0,lars_momentum
16384,4096,block_smem,0.733971,cluster_smem,0.461916,8,0,lars_momentum
32768,4096,block_read,1.48633,cluster_smem,0.937827,8,0,lars_momentum
65536,4096,block_read,3.0112,cluster_smem,2.17486,8,0,lars_momentum
4096,4096,block_smem,0.120819,cluster_smem,0.188495,8,1,lars_momentum
8192,4096,block_smem,0.276051,cluster_smem,0.243793,8,1,lars_momentum
16384,4096,block_smem,0.733854,cluster_smem,0.461897,8,1,lars_momentum
32768,4096,block_read,1.48645,cluster_smem,0.93766,8,1,lars_momentum
65536,4096,block_read,3.00198,cluster_smem,2.18123,8,1,lars_momentum
4096,4096,block_smem,0.120633,cluster_smem,0.188423,8,2,lars_momentum
8192,4096,block_smem,0.276062,cluster_smem,0.24368,8,2,lars_momentum
16384,4096,block_smem,0.741258,cluster_smem,0.4617,8,2,lars_momentum
32768,4096,block_read,1.48838,cluster_smem,0.943512,8,2,lars_momentum
65536,4096,block_read,3.00146,cluster_smem,2.20912,8,2,lars_momentum
4096,4096,block_smem,0.120953,cluster_smem,0.189237,8,3,lars_momentum
8192,4096,block_smem,0.27634,cluster_smem,0.24417,8,3,lars_momentum
16384,4096,block_smem,0.733878,cluster_smem,0.462013,8,3,lars_momentum
32768,4096,block_read,1.48647,cluster_smem,0.939773,8,3,lars_momentum
65536,4096,block_read,3.00387,cluster_smem,2.1985,8,3,lars_momentum
4096,4096,block_smem,0.121366,cluster_smem,0.189577,8,4,lars_momentum
8192,4096,block_smem,0.276186,cluster_smem,0.243705,8,4,lars_momentum
16384,4096,block_smem,0.734292,cluster_smem,0.462108,8,4,lars_momentum
32768,4096,block_read,1.48638,cluster_smem,0.938172,8,4,lars_momentum
65536,4096,block_read,3.00325,cluster_smem,2.19657,8,4,lars_momentum
4096,4096,block_read,0.0323834,cluster_smem,0.0470234,2,0,rowwise_quant
8192,4096,block_smem,0.0613318,cluster_smem,0.0693808,2,0,rowwise_quant
16384,4096,block_smem,0.118717,cluster_smem,0.125137,2,0,rowwise_quant
32768,4096,block_smem,0.35938,cluster_smem,0.267677,2,0,rowwise_quant
65536,4096,block_read,0.837566,cluster_smem,0.925371,2,0,rowwise_quant
4096,4096,block_read,0.0323568,cluster_smem,0.047049,2,1,rowwise_quant
8192,4096,block_smem,0.0613091,cluster_smem,0.0692893,2,1,rowwise_quant
16384,4096,block_smem,0.118722,cluster_smem,0.12481,2,1,rowwise_quant
32768,4096,block_smem,0.358788,cluster_smem,0.268334,2,1,rowwise_quant
65536,4096,block_read,0.837301,cluster_smem,0.924745,2,1,rowwise_quant
4096,4096,block_read,0.0323446,cluster_smem,0.0469738,2,2,rowwise_quant
8192,4096,block_smem,0.0613187,cluster_smem,0.0693466,2,2,rowwise_quant
16384,4096,block_smem,0.11868,cluster_smem,0.124751,2,2,rowwise_quant
32768,4096,block_smem,0.360004,cluster_smem,0.269452,2,2,rowwise_quant
65536,4096,block_read,0.837809,cluster_smem,0.924931,2,2,rowwise_quant
4096,4096,block_read,0.0323024,cluster_smem,0.0468998,2,3,rowwise_quant
8192,4096,block_smem,0.0613104,cluster_smem,0.0693408,2,3,rowwise_quant
16384,4096,block_smem,0.118718,cluster_smem,0.125077,2,3,rowwise_quant
32768,4096,block_smem,0.360051,cluster_smem,0.267636,2,3,rowwise_quant
65536,4096,block_read,0.837831,cluster_smem,0.92462,2,3,rowwise_quant
4096,4096,block_smem,0.0324602,cluster_smem,0.0470035,2,4,rowwise_quant
8192,4096,block_smem,0.0613568,cluster_smem,0.069352,2,4,rowwise_quant
16384,4096,block_smem,0.118726,cluster_smem,0.125111,2,4,rowwise_quant
32768,4096,block_smem,0.359567,cluster_smem,0.267816,2,4,rowwise_quant
65536,4096,block_read,0.838003,cluster_smem,0.927647,2,4,rowwise_quant
4096,4096,block_read,0.0325322,cluster_smem,0.0787216,4,0,rowwise_quant
8192,4096,block_smem,0.061488,cluster_smem,0.0949398,4,0,rowwise_quant
16384,4096,block_smem,0.118908,cluster_smem,0.135928,4,0,rowwise_quant
32768,4096,block_smem,0.361435,cluster_smem,0.250412,4,0,rowwise_quant
65536,4096,block_read,0.838065,cluster_smem,0.57579,4,0,rowwise_quant
4096,4096,block_read,0.0323606,cluster_smem,0.0785789,4,1,rowwise_quant
8192,4096,block_smem,0.0613312,cluster_smem,0.0948141,4,1,rowwise_quant
16384,4096,block_smem,0.118651,cluster_smem,0.13588,4,1,rowwise_quant
32768,4096,block_smem,0.359344,cluster_smem,0.250425,4,1,rowwise_quant
65536,4096,block_read,0.837812,cluster_smem,0.573629,4,1,rowwise_quant
4096,4096,block_read,0.0324051,cluster_smem,0.0786019,4,2,rowwise_quant
8192,4096,block_smem,0.0613158,cluster_smem,0.0947782,4,2,rowwise_quant
16384,4096,block_smem,0.118657,cluster_smem,0.135862,4,2,rowwise_quant
32768,4096,block_smem,0.359299,cluster_smem,0.250425,4,2,rowwise_quant
65536,4096,block_read,0.8382,cluster_smem,0.573219,4,2,rowwise_quant
4096,4096,block_read,0.0325248,cluster_smem,0.0786966,4,3,rowwise_quant
8192,4096,block_smem,0.0615174,cluster_smem,0.0948835,4,3,rowwise_quant
16384,4096,block_smem,0.118897,cluster_smem,0.135854,4,3,rowwise_quant
32768,4096,block_smem,0.360935,cluster_smem,0.250338,4,3,rowwise_quant
65536,4096,block_read,0.837931,cluster_smem,0.575908,4,3,rowwise_quant
4096,4096,block_smem,0.032441,cluster_smem,0.0786045,4,4,rowwise_quant
8192,4096,block_smem,0.0613824,cluster_smem,0.0947859,4,4,rowwise_quant
16384,4096,block_smem,0.118809,cluster_smem,0.135855,4,4,rowwise_quant
32768,4096,block_smem,0.360669,cluster_smem,0.250427,4,4,rowwise_quant
65536,4096,block_read,0.837735,cluster_smem,0.57527,4,4,rowwise_quant
4096,4096,block_read,0.0325322,cluster_smem,0.154278,8,0,rowwise_quant
8192,4096,block_smem,0.061544,cluster_smem,0.15989,8,0,rowwise_quant
16384,4096,block_smem,0.118907,cluster_smem,0.19201,8,0,rowwise_quant
32768,4096,block_smem,0.358493,cluster_smem,0.269824,8,0,rowwise_quant
65536,4096,block_read,0.837663,cluster_smem,0.502842,8,0,rowwise_quant
4096,4096,block_read,0.0323613,cluster_smem,0.154069,8,1,rowwise_quant
8192,4096,block_smem,0.0613744,cluster_smem,0.159649,8,1,rowwise_quant
16384,4096,block_smem,0.11877,cluster_smem,0.191942,8,1,rowwise_quant
32768,4096,block_smem,0.358556,cluster_smem,0.269548,8,1,rowwise_quant
65536,4096,block_read,0.837444,cluster_smem,0.502851,8,1,rowwise_quant
4096,4096,block_read,0.0323318,cluster_smem,0.154051,8,2,rowwise_quant
8192,4096,block_smem,0.0613686,cluster_smem,0.159713,8,2,rowwise_quant
16384,4096,block_smem,0.118814,cluster_smem,0.191719,8,2,rowwise_quant
32768,4096,block_smem,0.359611,cluster_smem,0.269987,8,2,rowwise_quant
65536,4096,block_read,0.837991,cluster_smem,0.50302,8,2,rowwise_quant
4096,4096,block_read,0.0323056,cluster_smem,0.154,8,3,rowwise_quant
8192,4096,block_smem,0.0613107,cluster_smem,0.159537,8,3,rowwise_quant
16384,4096,block_smem,0.118639,cluster_smem,0.19177,8,3,rowwise_quant
32768,4096,block_smem,0.358289,cluster_smem,0.269664,8,3,rowwise_quant
65536,4096,block_read,0.837603,cluster_smem,0.502586,8,3,rowwise_quant
4096,4096,block_smem,0.032537,cluster_smem,0.154189,8,4,rowwise_quant
8192,4096,block_smem,0.0615242,cluster_smem,0.159735,8,4,rowwise_quant
16384,4096,block_smem,0.11889,cluster_smem,0.191856,8,4,rowwise_quant
32768,4096,block_smem,0.360158,cluster_smem,0.269491,8,4,rowwise_quant
65536,4096,block_read,0.838017,cluster_smem,0.503381,8,4,rowwise_quant
