cols,rows,block_variant,block_ms,cluster_variant,cluster_ms,cluster_size,trial,workload
4096,4096,block_smem,0.215676,cluster_smem,0.282327,8,1,lars_momentum
8192,4096,block_smem,0.431845,cluster_smem,0.432505,8,1,lars_momentum
16384,4096,block_read,1.38472,cluster_smem,0.86374,8,1,lars_momentum
32768,4096,block_read,2.79418,cluster_smem,1.72908,8,1,lars_momentum
65536,4096,block_read,5.61764,cluster_smem,3.455,8,1,lars_momentum
4096,4096,block_smem,0.215739,cluster_smem,0.282283,8,2,lars_momentum
8192,4096,block_smem,0.431958,cluster_smem,0.432553,8,2,lars_momentum
16384,4096,block_read,1.38454,cluster_smem,0.863223,8,2,lars_momentum
32768,4096,block_read,2.79374,cluster_smem,1.72899,8,2,lars_momentum
65536,4096,block_read,5.61736,cluster_smem,3.45454,8,2,lars_momentum
4096,4096,block_smem,0.215827,cluster_smem,0.282182,8,3,lars_momentum
8192,4096,block_smem,0.431953,cluster_smem,0.432219,8,3,lars_momentum
16384,4096,block_read,1.3847,cluster_smem,0.863223,8,3,lars_momentum
32768,4096,block_read,2.79759,cluster_smem,1.72917,8,3,lars_momentum
65536,4096,block_read,5.61801,cluster_smem,3.45468,8,3,lars_momentum
4096,4096,block_smem,0.215684,cluster_smem,0.282074,8,4,lars_momentum
8192,4096,block_smem,0.431751,cluster_smem,0.43244,8,4,lars_momentum
16384,4096,block_read,1.38498,cluster_smem,0.863083,8,4,lars_momentum
32768,4096,block_read,2.79385,cluster_smem,1.72959,8,4,lars_momentum
65536,4096,block_read,5.61663,cluster_smem,3.4546,8,4,lars_momentum
4096,4096,block_smem,0.0163997,cluster_smem,0.053263,2,0,rowwise_quant
8192,4096,block_smem,0.0875651,cluster_smem,0.088072,2,0,rowwise_quant
16384,4096,block_smem,0.202825,cluster_smem,0.202603,2,0,rowwise_quant
32768,4096,block_read,0.775161,cluster_smem,0.408113,2,0,rowwise_quant
65536,4096,block_read,1.57645,n/a,nan,2,0,rowwise_quant
4096,4096,block_smem,0.016401,cluster_smem,0.0532733,2,1,rowwise_quant
8192,4096,block_smem,0.087689,cluster_smem,0.0880362,2,1,rowwise_quant
16384,4096,block_smem,0.203196,cluster_smem,0.202923,2,1,rowwise_quant
32768,4096,block_read,0.772625,cluster_smem,0.40814,2,1,rowwise_quant
65536,4096,block_read,1.58175,n/a,nan,2,1,rowwise_quant
4096,4096,block_smem,0.0163923,cluster_smem,0.0532813,2,2,rowwise_quant
8192,4096,block_smem,0.0875856,cluster_smem,0.0879901,2,2,rowwise_quant
16384,4096,block_smem,0.202631,cluster_smem,0.202445,2,2,rowwise_quant
32768,4096,block_read,0.774097,cluster_smem,0.40809,2,2,rowwise_quant
65536,4096,block_read,1.59672,n/a,nan,2,2,rowwise_quant
4096,4096,block_smem,0.0164067,cluster_smem,0.0532688,2,3,rowwise_quant
8192,4096,block_smem,0.0875216,cluster_smem,0.0880202,2,3,rowwise_quant
16384,4096,block_smem,0.202562,cluster_smem,0.202474,2,3,rowwise_quant
32768,4096,block_read,0.772108,cluster_smem,0.408176,2,3,rowwise_quant
65536,4096,block_read,1.59671,n/a,nan,2,3,rowwise_quant
4096,4096,block_smem,0.0164077,cluster_smem,0.0532816,2,4,rowwise_quant
8192,4096,block_smem,0.0876496,cluster_smem,0.0880614,2,4,rowwise_quant
16384,4096,block_smem,0.202731,cluster_smem,0.202579,2,4,rowwise_quant
32768,4096,block_read,0.775364,cluster_smem,0.408154,2,4,rowwise_quant
65536,4096,block_read,1.59572,n/a,nan,2,4,rowwise_quant
4096,4096,block_smem,0.0163933,cluster_smem,0.100349,4,0,rowwise_quant
8192,4096,block_smem,0.0876323,cluster_smem,0.127179,4,0,rowwise_quant
16384,4096,block_smem,0.203243,cluster_smem,0.202378,4,0,rowwise_quant
32768,4096,block_read,0.775687,cluster_smem,0.415447,4,0,rowwise_quant
65536,4096,block_read,1.59657,cluster_smem,0.817156,4,0,rowwise_quant
4096,4096,block_smem,0.016407,cluster_smem,0.100391,4,1,rowwise_quant
8192,4096,block_smem,0.0876259,cluster_smem,0.128228,4,1,rowwise_quant
16384,4096,block_smem,0.203361,cluster_smem,0.202388,4,1,rowwise_quant
32768,4096,block_read,0.769492,cluster_smem,0.413789,4,1,rowwise_quant
65536,4096,block_read,1.59649,cluster_smem,0.817258,4,1,rowwise_quant
4096,4096,block_smem,0.0163939,cluster_smem,0.100389,4,2,rowwise_quant
8192,4096,block_smem,0.0875011,cluster_smem,0.126901,4,2,rowwise_quant
16384,4096,block_smem,0.203557,cluster_smem,0.202905,4,2,rowwise_quant
32768,4096,block_read,0.772255,cluster_smem,0.413504,4,2,rowwise_quant
65536,4096,block_read,1.59666,cluster_smem,0.817141,4,2,rowwise_quant
4096,4096,block_smem,0.0163987,cluster_smem,0.100397,4,3,rowwise_quant
8192,4096,block_smem,0.0875878,cluster_smem,0.128194,4,3,rowwise_quant
16384,4096,block_smem,0.2032,cluster_smem,0.202682,4,3,rowwise_quant
32768,4096,block_read,0.775472,cluster_smem,0.415671,4,3,rowwise_quant
65536,4096,block_read,1.59608,cluster_smem,0.817305,4,3,rowwise_quant
4096,4096,block_smem,0.0163936,cluster_smem,0.100394,4,4,rowwise_quant
8192,4096,block_smem,0.0875901,cluster_smem,0.12702,4,4,rowwise_quant
16384,4096,block_smem,0.20317,cluster_smem,0.202548,4,4,rowwise_quant
32768,4096,block_read,0.775429,cluster_smem,0.415642,4,4,rowwise_quant
65536,4096,block_read,1.59622,cluster_smem,0.817186,4,4,rowwise_quant
4096,4096,block_smem,0.0163936,cluster_smem,0.201915,8,0,rowwise_quant
8192,4096,block_smem,0.0875267,cluster_smem,0.249904,8,0,rowwise_quant
16384,4096,block_smem,0.20328,cluster_smem,0.272985,8,0,rowwise_quant
32768,4096,block_read,0.775779,cluster_smem,0.407053,8,0,rowwise_quant
65536,4096,block_read,1.59584,cluster_smem,0.824684,8,0,rowwise_quant
4096,4096,block_smem,0.0164026,cluster_smem,0.20267,8,1,rowwise_quant
8192,4096,block_smem,0.0875203,cluster_smem,0.244523,8,1,rowwise_quant
16384,4096,block_smem,0.203624,cluster_smem,0.267223,8,1,rowwise_quant
32768,4096,block_read,0.771934,cluster_smem,0.404022,8,1,rowwise_quant
65536,4096,block_read,1.5965,cluster_smem,0.830412,8,1,rowwise_quant
4096,4096,block_smem,0.0164,cluster_smem,0.202492,8,2,rowwise_quant
8192,4096,block_smem,0.0875875,cluster_smem,0.244258,8,2,rowwise_quant
16384,4096,block_smem,0.203252,cluster_smem,0.266194,8,2,rowwise_quant
32768,4096,block_read,0.769615,cluster_smem,0.403686,8,2,rowwise_quant
65536,4096,block_read,1.59605,cluster_smem,0.821513,8,2,rowwise_quant
4096,4096,block_smem,0.0163997,cluster_smem,0.202526,8,3,rowwise_quant
8192,4096,block_smem,0.0876288,cluster_smem,0.244444,8,3,rowwise_quant
16384,4096,block_smem,0.202786,cluster_smem,0.266602,8,3,rowwise_quant
32768,4096,block_read,0.775966,cluster_smem,0.404262,8,3,rowwise_quant
65536,4096,block_read,1.58258,cluster_smem,0.827181,8,3,rowwise_quant
4096,4096,block_smem,0.0164093,cluster_smem,0.202732,8,4,rowwise_quant
8192,4096,block_smem,0.0875059,cluster_smem,0.244506,8,4,rowwise_quant
16384,4096,block_smem,0.203387,cluster_smem,0.266497,8,4,rowwise_quant
32768,4096,block_read,0.775525,cluster_smem,0.404325,8,4,rowwise_quant
65536,4096,block_read,1.59676,cluster_smem,0.825873,8,4,rowwise_quant
