cols,rows,block_variant,block_ms,cluster_variant,cluster_ms,cluster_size,trial,workload
32768,4096,block_read,2.79362,cluster_smem,1.72867,4,0,lars_momentum
65536,4096,block_read,5.6216,n/a,nan,4,0,lars_momentum
4096,4096,block_smem,0.21581,cluster_smem,0.213835,4,1,lars_momentum
8192,4096,block_smem,0.431985,cluster_smem,0.430699,4,1,lars_momentum
16384,4096,block_read,1.38466,cluster_smem,0.864228,4,1,lars_momentum
32768,4096,block_read,2.79446,cluster_smem,1.72814,4,1,lars_momentum
65536,4096,block_read,5.6174,n/a,nan,4,1,lars_momentum
4096,4096,block_smem,0.215699,cluster_smem,0.213886,4,2,lars_momentum
8192,4096,block_smem,0.431844,cluster_smem,0.4308,4,2,lars_momentum
16384,4096,block_read,1.38445,cluster_smem,0.86396,4,2,lars_momentum
32768,4096,block_read,2.79401,cluster_smem,1.72852,4,2,lars_momentum
65536,4096,block_read,5.61627,n/a,nan,4,2,lars_momentum
4096,4096,block_smem,0.215771,cluster_smem,0.213877,4,3,lars_momentum
8192,4096,block_smem,0.431899,cluster_smem,0.430697,4,3,lars_momentum
16384,4096,block_read,1.38459,cluster_smem,0.864284,4,3,lars_momentum
32768,4096,block_read,2.79346,cluster_smem,1.72844,4,3,lars_momentum
65536,4096,block_read,5.61674,n/a,nan,4,3,lars_momentum
4096,4096,block_smem,0.215808,cluster_smem,0.213896,4,4,lars_momentum
8192,4096,block_smem,0.431975,cluster_smem,0.430766,4,4,lars_momentum
16384,4096,block_read,1.38466,cluster_smem,0.864107,4,4,lars_momentum
32768,4096,block_read,2.79818,cluster_smem,1.72852,4,4,lars_momentum
65536,4096,block_read,5.61726,n/a,nan,4,4,lars_momentum
4096,4096,block_smem,0.215873,cluster_smem,0.282045,8,0,lars_momentum
8192,4096,block_smem,0.431778,cluster_smem,0.432462,8,0,lars_momentum
16384,4096,block_read,1.38519,cluster_smem,0.866275,8,0,lars_momentum
32768,4096,block_read,2.79392,cluster_smem,1.72962,8,0,lars_momentum
65536,4096,block_read,5.61953,cluster_smem,3.4548,8,0,lars_momentum
