workload,category,rows,cols,cluster_size,shared_bytes_per_cta,cluster_ms,cluster_p20_ms,cluster_p80_ms,control_overhead_ms,saved_hbm_ms,local_staging_ms,dsmem_store_ms,predicted_delta_ms,predicted_profitable,measured_delta_vs_block_ms,measured_profitable_vs_block,model_version,effective_bandwidth_gbps,saved_reread_ms,local_replay_ms,local_store_residual_ms
softmax_logits_backward,softmax,4096,16384,2,65536,0.504683,0.5045572,0.5047304,0.0532166,0.5818171428571429,0.06378528907595407,0.00011401093574281613,0.4647012428454461,True,0.5134970000000001,True,effective-bandwidth-overlap-v2,1845.497055530456,0.5818171428571429,0.06378528907595407,0.0
softmax_logits_backward,softmax,4096,16384,4,32768,0.508983,0.508811,0.5090165999999999,0.0573283,0.5818171428571429,0.06378528907595407,0.0006840656144568969,0.460019488166732,True,0.5091970000000001,True,effective-bandwidth-overlap-v2,1845.497055530456,0.5818171428571429,0.06378528907595407,0.0
softmax_logits_backward,softmax,4096,16384,8,16384,0.501612,0.5015742000000001,0.501675,0.128302,0.5818171428571429,0.06378528907595407,0.0031923062007988517,0.38653754758039,True,0.5165680000000001,True,effective-bandwidth-overlap-v2,1845.497055530456,0.5818171428571429,0.06378528907595407,0.0
softmax_logits_backward,softmax,4096,32768,4,65536,1.01046,1.0102,1.01067,0.114639,1.3395714285714286,0.12757057815190814,0.0006840656144568969,1.0966777848050637,True,1.3337900000000003,True,effective-bandwidth-overlap-v2,1603.1124598485655,1.3395714285714286,0.12757057815190814,0.0
softmax_logits_backward,softmax,4096,32768,8,32768,1.0201,1.0197880000000001,1.020172,0.128317,1.3395714285714286,0.12757057815190814,0.0031923062007988517,1.0804915442187217,True,1.3241500000000002,True,effective-bandwidth-overlap-v2,1603.1124598485655,1.3395714285714286,0.12757057815190814,0.0
softmax_logits_backward,softmax,4096,65536,8,65536,2.00806,2.00788,2.010482,0.25658,2.7201142857142857,0.2551411563038163,0.0031923062007988517,2.2052008232096707,True,2.7521400000000003,True,effective-bandwidth-overlap-v2,1578.9657510188647,2.7201142857142857,0.2551411563038163,0.0
lars_momentum,optimizer,4096,4096,2,24576,0.21492,0.2148798,0.2149554,0.0122963,0.08090212499999999,0.023919483403482773,7.600729049521076e-05,0.04461033430602201,True,0.0008189999999999864,True,effective-bandwidth-overlap-v2,2488.5204436842664,0.08090212499999999,0.023919483403482773,0.0
lars_momentum,optimizer,4096,4096,4,12288,0.213877,0.21383339999999998,0.213888,0.0286442,0.08090212499999999,0.023919483403482773,0.00045604374297126453,0.027882397853545952,True,0.0018619999999999748,True,effective-bandwidth-overlap-v2,2488.5204436842664,0.08090212499999999,0.023919483403482773,0.0
lars_momentum,optimizer,4096,4096,8,6144,0.282182,0.2820682,0.2822918,0.0623178,0.08090212499999999,0.023919483403482773,0.0021282041338659013,-0.007463362537348682,False,-0.066443,False,effective-bandwidth-overlap-v2,2488.5204436842664,0.08090212499999999,0.023919483403482773,0.0
lars_momentum,optimizer,4096,8192,2,49152,0.431468,0.4314182,0.43150219999999995,0.0122762,0.16194187499999999,0.04783896680696555,7.600729049521076e-05,0.10175070090253924,True,0.0003769999999999607,True,effective-bandwidth-overlap-v2,2486.4055945999144,0.16194187499999999,0.04783896680696555,0.0
lars_momentum,optimizer,4096,8192,4,24576,0.430704,0.4306986,0.43077279999999996,0.028648,0.16194187499999999,0.04783896680696555,0.00045604374297126453,0.08499886445006316,True,0.0011410000000000031,True,effective-bandwidth-overlap-v2,2486.4055945999144,0.16194187499999999,0.04783896680696555,0.0
lars_momentum,optimizer,4096,8192,8,12288,0.432462,0.4323958,0.43251459999999997,0.0623078,0.16194187499999999,0.04783896680696555,0.0021282041338659013,0.04966690405916854,True,-0.0006170000000000342,False,effective-bandwidth-overlap-v2,2486.4055945999144,0.16194187499999999,0.04783896680696555,0.0
lars_momentum,optimizer,4096,16384,2,98304,0.86382,0.8637898,0.8639554,0.0266166,0.51927,0.0956779336139311,7.600729049521076e-05,0.3968994590955737,True,0.5208999999999999,True,effective-bandwidth-overlap-v2,1550.8432376220464,0.51927,0.0956779336139311,0.0
lars_momentum,optimizer,4096,16384,4,49152,0.864228,0.8640776,0.8642488,0.0286438,0.51927,0.0956779336139311,0.00045604374297126453,0.3944922226430977,True,0.520492,True,effective-bandwidth-overlap-v2,1550.8432376220464,0.51927,0.0956779336139311,0.0
lars_momentum,optimizer,4096,16384,8,24576,0.863223,0.863195,0.864247,0.0624314,0.51927,0.0956779336139311,0.0021282041338659013,0.35903246225220303,True,0.521497,True,effective-bandwidth-overlap-v2,1550.8432376220464,0.51927,0.0956779336139311,0.0
lars_momentum,optimizer,4096,32768,4,98304,1.72852,1.72838,1.7285500000000003,0.0573245,1.04772,0.1913558672278622,0.00045604374297126453,0.7985835890291666,True,1.0654,True,effective-bandwidth-overlap-v2,1537.2549307066774,1.04772,0.1913558672278622,0.0
lars_momentum,optimizer,4096,32768,8,49152,1.72917,1.7290619999999999,1.729596,0.0625549,1.04772,0.1913558672278622,0.0021282041338659013,0.7916810286382718,True,1.0647499999999999,True,effective-bandwidth-overlap-v2,1537.2549307066774,1.04772,0.1913558672278622,0.0
