workload,label,category,rows,cols,block_variant,cuda_nodsmem_ms,cuda_nodsmem_p20_ms,cuda_nodsmem_p80_ms,torch_compile_ms,torch_compile_p20_ms,torch_compile_p80_ms,triton_ms,triton_p20_ms,triton_p80_ms,triton_block_size,triton_num_warps,dsmem_ms,dsmem_p20_ms,dsmem_p80_ms,measured_cluster_size,best_baseline,best_baseline_ms,dsmem_vs_torch,dsmem_vs_triton,dsmem_vs_cuda_nodsmem,dsmem_vs_best,dsmem_vs_best_p20,dsmem_vs_best_p80,predicted_cluster_size,predicted_delta_ms,predicted_profitable,measured_profitable_vs_cuda,model_correct,model_version
pearson_backward,Pearson backward,pairwise statistics,4096,4096,block_smem,0.177347,0.177336,0.177362,0.17520864486694335,0.17516826248168946,0.1752601623535156,0.18375392913818359,0.1836754608154297,0.18383026885986328,1024,8,0.171907,0.17188399999999998,0.17204399999999997,4,torch.compile,0.17520864486694335,1.0192059943279992,1.068914757038303,1.03164501736404,1.0192059943279992,1.0181596712567105,1.0196420978887832,2,0.024517226171440122,True,True,True,effective-bandwidth-overlap-v2
pearson_backward,Pearson backward,pairwise statistics,4096,8192,block_smem,0.351927,0.3518966,0.3519488,0.35080928802490235,0.35073363494873044,0.35084020233154295,0.6098432159423828,0.6078777542114258,0.6102978439331055,1024,8,0.351345,0.35127200000000003,0.35137039999999997,4,torch.compile,0.35080928802490235,0.9984752537389242,1.7357389914254728,1.0016564914827306,0.9984752537389242,0.9981877669511446,0.9987707597859862,2,0.06678343723578493,True,True,True,effective-bandwidth-overlap-v2
pearson_backward,Pearson backward,pairwise statistics,4096,16384,block_read,1.06937,1.068604,1.0697240000000001,0.7002365112304687,0.700124038696289,0.7002529602050782,1.3470034790039063,1.3459346923828126,1.3473289184570314,1024,8,0.701475,0.701454,0.7015844,8,torch.compile,0.7002365112304687,0.9982344505940607,1.9202444549041753,1.5244591753091699,0.9982344505940607,0.997918480935849,0.9982877853787678,2,0.25355045936447457,True,True,True,effective-bandwidth-overlap-v2
pearson_backward,Pearson backward,pairwise statistics,4096,32768,block_read,2.1592,2.152782,2.16281,1.449049530029297,1.4485699768066407,1.4495530395507812,2.723131103515625,2.722801940917969,2.723601989746094,1024,8,1.40972,1.409672,1.409788,8,torch.compile,1.449049530029297,1.0278988239007014,1.9316822514510859,1.53165167551003,1.0278988239007014,1.0275090842074415,1.0282910063835993,4,0.5050578458239969,True,True,True,effective-bandwidth-overlap-v2
pearson_backward,Pearson backward,pairwise statistics,4096,65536,block_read,4.33783,4.33695,4.340708,5.997832641601563,5.996777465820313,5.99947216796875,5.4231591796875,5.421841552734375,5.423187133789062,256,4,2.8162,2.81602,2.81651,8,cuda_nodsmem,4.33783,2.129760898232215,1.9257010083401391,1.5403131879838081,1.5403131879838081,1.5398312095465665,1.5414336545905214,8,0.9929326666948523,True,True,True,effective-bandwidth-overlap-v2
softmax_logits_backward,Softmax-logits backward,softmax,4096,4096,block_smem,0.119812,0.11977040000000001,0.1199058,0.11701215744018555,0.11695430183410645,0.11709183883666993,0.12131104469299317,0.12125465583801269,0.12134873771667481,1024,8,0.121533,0.1214064,0.1217882,2,torch.compile,0.11701215744018555,0.9628015225509577,0.9981737033809185,0.9858392370796409,0.9628015225509577,0.9603089776686612,0.9644618309798325,2,0.025788966795268656,True,False,False,effective-bandwidth-overlap-v2
softmax_logits_backward,Softmax-logits backward,softmax,4096,8192,block_smem,0.254117,0.2540808,0.2541508,0.2560335922241211,0.2559961662292481,0.25605503463745116,0.4158566284179688,0.4157919464111328,0.4159341430664062,1024,8,0.250503,0.2504544,0.2505464,4,cuda_nodsmem,0.254117,1.0220779480649778,1.6600864197952472,1.014426972930464,1.014426972930464,1.0141067682473186,1.0147587744515567,2,0.08659185881199442,True,True,True,effective-bandwidth-overlap-v2
softmax_logits_backward,Softmax-logits backward,softmax,4096,16384,block_read,1.01818,1.01676,1.019306,0.5112169647216797,0.5110688171386718,0.5112743148803711,0.9787699127197266,0.9786859893798828,0.9788621520996093,1024,8,0.501612,0.5015742000000001,0.501675,8,torch.compile,0.5112169647216797,1.0191481956605497,1.9512489986677486,2.0298158736234386,1.0191481956605497,1.0187249058427703,1.019339341777091,2,0.4647012428454461,True,True,True,effective-bandwidth-overlap-v2
softmax_logits_backward,Softmax-logits backward,softmax,4096,32768,block_read,2.34425,2.340318,2.345952,1.0481414031982421,1.0479928741455078,1.0482112426757813,2.0078428649902342,2.0003033142089843,2.008439239501953,256,4,1.01046,1.0102,1.01067,4,torch.compile,1.0481414031982421,1.0372913358255074,1.9870582358433133,2.3199829780496017,1.0372913358255074,1.036928843386573,1.037627442759633,4,1.0966777848050637,True,True,True,effective-bandwidth-overlap-v2
softmax_logits_backward,Softmax-logits backward,softmax,4096,65536,block_read,4.7602,4.759448,4.76076,2.6273928833007814,2.626451171875,2.6275413208007814,3.999705810546875,3.999525268554687,4.000465576171875,512,4,2.00806,2.00788,2.010482,8,torch.compile,2.6273928833007814,1.308423494965679,1.991825847109586,2.3705466968118483,1.308423494965679,1.3063788543617898,1.3086147184098558,8,2.2052008232096707,True,True,True,effective-bandwidth-overlap-v2
lars_momentum,LARS momentum,optimizer,4096,4096,block_smem,0.215739,0.2156824,0.21583619999999998,0.21612768173217772,0.21606176376342773,0.21631603622436524,0.2627923202514648,0.2627575035095215,0.2629783706665039,1024,8,0.213877,0.21383339999999998,0.213888,4,cuda_nodsmem,0.215739,1.010523252767608,1.2287077163578355,1.008705938459956,1.008705938459956,1.0083894374625972,1.0093661701118721,2,0.04461033430602201,True,True,True,effective-bandwidth-overlap-v2
lars_momentum,LARS momentum,optimizer,4096,8192,block_smem,0.431845,0.4317726,0.43195399999999995,0.4352774429321289,0.43498566436767583,0.43586654663085933,0.6580847930908204,0.6574668579101561,0.6582267913818359,1024,8,0.430704,0.4306986,0.43077279999999996,4,cuda_nodsmem,0.431845,1.0106185290411256,1.5279282130902438,1.0026491511571753,1.0026491511571753,1.0023209450550268,1.002914799351565,2,0.10175070090253924,True,True,True,effective-bandwidth-overlap-v2
lars_momentum,LARS momentum,optimizer,4096,16384,block_read,1.38472,1.384668,1.3850220000000002,0.8754812622070313,0.8753380584716797,0.8757292022705079,1.3565728759765625,1.356328155517578,1.35764990234375,1024,8,0.863223,0.863195,0.864247,8,torch.compile,0.8754812622070313,1.0142005741355724,1.5715207727048082,1.6041277862151495,1.0142005741355724,1.0128332044793673,1.0145207076854104,2,0.3968994590955737,True,True,True,effective-bandwidth-overlap-v2
lars_momentum,LARS momentum,optimizer,4096,32768,block_read,2.79392,2.793828,2.794862,1.7337110900878907,1.7336104736328126,1.733933349609375,2.730371398925781,2.7300142822265627,2.7316600341796873,512,4,1.72852,1.72838,1.7285500000000003,4,torch.compile,1.7337110900878907,1.0030031993195858,1.5796006982423003,1.6163654455835048,1.0030031993195858,1.0029275830220776,1.0032130374161787,4,0.7985835890291666,True,True,True,effective-bandwidth-overlap-v2
lars_momentum,LARS momentum,optimizer,4096,65536,block_read,5.61764,5.617214,5.618314,3.5043130493164063,3.5040904541015623,3.504771301269531,5.452323608398437,5.4515004882812494,5.452765991210938,1024,8,3.45468,3.454588,3.4548400000000004,8,torch.compile,3.5043130493164063,1.014366902091194,1.5782427340299063,1.626095615223407,1.014366902091194,1.0142554949293054,1.0145265661982068,8,1.5947400614104092,True,True,True,effective-bandwidth-overlap-v2
rowwise_quant,Row-wise int8 quantization,quantization,4096,4096,block_smem,0.0164,0.01639848,0.016403940000000002,0.05003168106079101,0.049906880378723144,0.05025120067596435,0.02023008108139038,0.02014675235748291,0.020300799369812012,1024,8,0.0532733,0.05326764,0.05328136,2,cuda_nodsmem,0.0164,0.9391511519051947,0.3797414667645965,0.30784651973878097,0.30784651973878097,0.30777142325195905,0.30795319634960366,2,-0.013014775890852974,False,False,True,effective-bandwidth-overlap-v2
rowwise_quant,Row-wise int8 quantization,quantization,4096,8192,block_smem,0.0875267,0.08751741999999998,0.08759576,0.08765151977539062,0.08764102172851562,0.08780960083007813,0.08240063667297363,0.0823249912261963,0.08241708946228028,1024,8,0.0880362,0.08801418,0.08806351999999999,2,triton,0.08240063667297363,0.9956304312929298,0.9359858407447578,0.9942126079953474,0.9359858407447578,0.9348364819643401,0.9364069455885436,2,0.010632629641319434,True,False,False,effective-bandwidth-overlap-v2
rowwise_quant,Row-wise int8 quantization,quantization,4096,16384,block_smem,0.20328,0.2031588,0.20343440000000002,0.20299871444702147,0.20285612869262695,0.20398028182983396,0.27405471801757814,0.2739368324279785,0.2741466217041016,1024,8,0.202548,0.202386,0.2027266,4,torch.compile,0.20299871444702147,1.0022252228954196,1.3530359125618527,1.0036139581728774,1.0022252228954196,1.0006389328910312,1.0078774313926553,2,0.04612451848344202,True,True,True,effective-bandwidth-overlap-v2
rowwise_quant,Row-wise int8 quantization,quantization,4096,32768,block_read,0.775525,0.7714702,0.7758164,0.4105446243286133,0.4104737243652344,0.4107171096801758,0.7461190032958984,0.745744400024414,0.7461476135253906,512,4,0.404262,0.40395479999999995,0.40487059999999997,8,torch.compile,0.4105446243286133,1.015540971767352,1.845632296124539,1.9183722437429191,1.015540971767352,1.013839296716616,1.0167402632180031,2,0.25423978505657613,True,True,True,effective-bandwidth-overlap-v2
rowwise_quant,Row-wise int8 quantization,quantization,4096,65536,block_read,1.59605,1.593188,1.596552,0.8411772918701171,0.8410225067138672,0.8414985961914063,1.5129942321777343,1.5123331604003907,1.5134591369628905,512,4,0.817186,0.817153,0.8172674,4,torch.compile,0.8411772918701171,1.0293584225257373,1.8514686156856999,1.9531049234813127,1.0293584225257373,1.029066504688511,1.0297931919621004,4,0.5242299555321617,True,True,True,effective-bandwidth-overlap-v2
